geoid,doc
170438465041030,8
170438465041031,3
170438465042005,1
170438465042014,1
170438465042030,5
170438465042033,29
170438465042037,1
170438465042038,2
170438465042046,38
170438465042047,2
170438465042048,192
170438465042050,1
170438465091000,1
170438465091003,4
170438465091009,4
170438465091013,1
170438465102002,2
170438465102004,3
170438465102006,1
170438465102012,17
170438465102013,2
170438465132000,10
170438465132007,1
170438465141000,1
170438465141006,2
170438465142003,7
170438465171000,1
170438465172013,4
170438465172014,1
170438465172018,1
170438465172020,1
170438465182015,1
170438465192011,1
170438465192012,1
170438465213003,6
170438465222000,41
170438465222001,12
170438465222002,8
170438465222010,1
170438465231013,2
170438465243021,5
170438465243029,1
170438465243039,3
170438465243040,1
170438466041004,4
170438466041005,1
170438466043009,5
170438467011005,3
170438467011006,1
170438467011013,3
170438467021036,3
170898501031020,1
170898501031022,5
170898501032020,4
170898501032034,1
170898501051022,2
170898501052026,1
170898501063018,1
170898501064019,1
170898501064025,1
170898502023014,2
170898503012000,1
170898503021000,1
170898504001002,1
170898504001017,4
170898504001024,3
170898504001027,1
170898505002005,2
170898505004002,1
170898506001038,2
170898506002034,1
170898506002036,1
170898506002038,2
170898506003011,1
170898506003032,9
170898506003033,35
170898506003034,8
170898506003040,6
170898506003041,62
170898506003061,1
170898507012019,1
170898507013057,1
170898507021000,3
170898507021002,2
170898507021164,1
170898507021194,3
170898507022083,2
170898507024060,1
170898507032020,1
170898508001014,1
170898508001016,3
170898508001017,1
170898508002001,27
170898508002014,1
170898508003025,1
170898511011001,3
170898511013010,1
170898511022008,1
170898511022019,1
170898513011004,4
170898513021003,1
170898513021006,7
170898513021007,2
170898513022002,7
170898513023000,4
170898513023007,4
170898515001020,5
170898518011005,3
170898518012063,1
170898518014010,1
170898518014023,6
170898519042008,2
170898519042009,1
170898519043017,4
170898519043020,53
170898519043026,12
170898519043033,2
170898519043036,1
170898519044015,1
170898519051006,1
170898519051037,1
170898519052000,1
170898519052041,3
170898519052068,6
170898519073000,1
170898519073020,3
170898519073030,1
170898519081005,1
170898519082030,1
170898519083008,1
170898519092003,1
170898519092004,1
170898519092014,2
170898519101007,1
170898519101012,1
170898519101016,1
170898519102005,12
170898519102013,29
170898519102014,18
170898519103005,2
170898519103006,1
170898520024000,2
170898520024001,4
170898520024012,3
170898520031010,1
170898520031023,1
170898520032016,6
170898520032021,1
170898520033002,1
170898520033031,27
170898520033033,1
170898521011016,22
170898521011017,11
170898521012000,2
170898521012002,4
170898521012019,1
170898521022011,1
170898521024030,2
170898522011004,1
170898522011014,2
170898522014029,3
170898522021000,1
170898522021022,1
170898522021026,14
170898522021027,2
170898522022004,2
170898522022010,1
170898522022021,1
170898522022033,1
170898522023000,4
170898522023009,1
170898522023041,1
170898523001000,1
170898523001024,3
170898523001033,2
170898523001036,1
170898523001044,1
170898523001064,1
170898523002002,1
170898523002011,1
170898523002014,1
170898523002017,1
170898523002019,1
170898523002031,1
170898523002034,1
170898523002036,1
170898524021011,6
170898524021016,2
170898524021024,1
170898524022040,1
170898524023030,1
170898524031089,1
170898525001044,1
170898525003007,3
170898525003009,1
170898525005021,1
170898526011015,1
170898526011016,2
170898526011032,2
170898526011042,1
170898526011044,2
170898526012007,6
170898526012013,1
170898526012021,1
170898526013003,1
170898526013007,2
170898526013008,1
170898526013010,3
170898526013019,2
170898526013021,4
170898526013038,1
170898526013039,1
170898526013057,1
170898526014013,2
170898526061042,1
170898526062009,1
170898527002017,1
170898527003002,1
170898527003005,3
170898527003021,1
170898527003024,1
170898527004009,1
170898527004012,1
170898527004014,3
170898528032019,3
170898528061052,4
170898528061087,1
170898528083002,1
170898529032073,1
170898529041028,2
170898529041044,1
170898529051005,1
170898529053010,5
170898529053022,12
170898529053023,12
170898529053024,33
170898529053025,61
170898529053026,3
170898529061008,4
170898529063000,2
170898529063002,3
170898529073014,1
170898530011003,3
170898530011017,4
170898530011042,24
170898530041023,3
170898530042004,4
170898530042016,5
170898535002008,1
170898544002004,1
170898544004034,2
170898544004036,3
170898544004053,7
170898544004056,2
170898544004067,3
170898544004072,16
170898544004073,11
170898544004074,121
170898545011008,1
170898545011046,1
170898545014008,1
170898545042009,1
170898546002006,1
170898546003046,5
170898548001000,3
170898548001003,19
170898548001052,1
170898548002000,10
170898548002025,6
170898548002026,1
170898548002045,78
170898548003003,3
170898548003034,23
170898548003039,2
170898548003040,6
170898549001005,8
170938901011193,2
170938901011202,4
170938901011223,3
170978609042167,1
170978611051001,1
170978611052012,1
170978611061039,1
170978611061058,1
170978611062000,2
170978611062035,13
170978611062038,1
170978611062047,22
170978611062051,6
170978611062079,5
170978611062081,4
170978611063003,2
170978611063033,2
170978611082000,1
170978611082005,1
170978611082014,1
170978611082017,2
170978611082023,2
170978614021020,1
170978614022037,1
170978614032004,1
170978615042002,22
170978615042003,42
170978615042004,4
170978615042005,11
170978615043055,2
170978615092044,7
170978615102027,8
170978615103000,5
170978615103018,13
170978615103019,17
170978616032035,9
170978616032044,1
170978616032056,4
170978616032059,1
170978616072024,2
170978616101001,1
170978616111031,2
170978622002051,1
170978625021003,3
170978626033014,1
170978626034009,10
170978626041015,1
170978626043000,1
170978626043010,17
170978626052000,2
170978626052003,1
170978627001002,1
170978628001021,2
170978630031056,2
170978630031072,3
170978630042014,4
170978630042025,21
170978630042029,79
170978630051018,1
170978630051025,1
170978632012008,1
170978632013018,7
170978632022020,1
170978632023007,1
170978632023024,21
170978632023026,8
170978632024019,8
170978633001012,1
170978633001021,1
170978633003022,2
170978634002021,1
170978634002030,1
170978634003008,1
170978635001001,2
170978635001004,2
170978635001010,2
170978635002000,1
170978635002015,3
170978635002023,1
170978635003017,8
170978635003028,59
170978635003029,46
170978635003041,1
170978635003051,1
170978636011040,1
170978636012016,1
170978636012018,1
170978636031001,3
170978636031006,1
170978636031014,2
170978636032006,33
170978636032009,4
170978636032018,4
170978636041002,3
170978636041007,1
170978636042019,1
170978636042024,2
170978637013029,1
170978637021006,1
170978637021008,4
170978637021013,1
170978638011042,2
170978638011043,11
170978638011052,32
170978638012002,3
170978638012031,14
170978639021018,11
170978639021023,6
170978639021026,4
170978639023009,2
170978639023014,3
170978639023018,13
170978639031014,1
170978639032000,2
170978639032002,7
170978639032003,1
170978639033002,60
170978639033014,9
170978639033017,5
170978639042020,4
170978640013041,1
170978640013042,3
170978640021000,1
170978640022000,2
170978640022013,1
170978640022027,1
170978640022031,4
170978640024024,2
170978641011126,1
170978641011160,2
170978641051081,1
170978641052000,5
170978641052021,5
170978641063015,2
170978641071016,1
170978641082000,2
170978642042000,1
170978642042002,1
170978642042015,1
170978642051055,1
170978642052031,1
170978642061010,5
170978642061011,2
170978642061018,2
170978642061020,1
170978643033044,1
170978643051027,1
170978643052001,4
170978643061013,4
170978643061017,40
170978643061032,1
170978643062052,1
170978643071011,60
170978643071016,31
170978643071077,1
170978643071110,4
170978643081026,8
170978643082019,1
170978643082028,2
170978643082029,1
170978643082035,2
170978643083021,2
170978643083045,2
170978643083048,3
170978643083054,1
170978643083061,2
170978643083063,2
170978644031006,19
170978644031021,21
170978644033008,1
170978644033038,5
170978644033045,3
170978644033050,2
170978644071035,2
170978644072018,1
170978644072049,1
170978644072067,2
170978644083014,1
170978644083023,1
170978644083025,4
170978644092003,1
170978644092005,9
170978644092039,2
170978644092042,3
170978644092049,1
170978644101014,1
170978644103002,2
170978644111012,1
170978644112000,3
170978644112002,2
170978644112005,1
170978644112017,3
170978644121008,6
170978645051009,1
170978645052000,2
170978645053020,1
170978645053022,5
170978645053023,1
170978645054009,3
170978645054011,15
170978645054014,1
170978645054020,4
170978645054035,2
170978645054037,6
170978645054051,2
170978645054059,5
170978645054089,1
170978645054093,5
170978645111008,6
170978645111016,1
170978645121027,1
170978645121042,4
170978645122000,1
170978645122019,1
170978645131000,7
170978645131004,11
170978645131005,3
170978645131038,1
170978645131050,5
170978645132000,9
170978645141011,2
170978645151015,1
170978645162002,1
170978645163028,8
170978645163032,5
170978645182009,2
170978645183003,1
170978645183008,8
170978645191001,1
170978645191014,3
170978645191030,1
170978645191036,3
170978645191039,5
170978645192000,1
170978645201041,3
170978645203018,1
170978645211019,2
170978645211025,1
170978645221016,1
170978645222018,1
170978645223016,1
170978646011000,15
170978646011005,1
170978646011014,1
170978646012015,2
170978646012019,1
170978646012022,2
170978646021017,1
170978646021025,1
170978646021031,1
170978647003017,1
170978648011011,1
170978648011023,2
170978648011026,9
170978648011028,20
170978648021064,1
170978648021067,2
170978648021072,2
170978648021078,2
170978649012025,1
170978649031001,1
170978649031004,1
170978649031027,1
170978649041009,3
170978649041010,5
170978649041012,1
170978649041016,1
170978649041017,10
170978649041019,1
170978652001006,2
170978652004016,2
170978654001015,51
170978654001017,7
170978654001019,2
170978654002000,1
170978654002002,8
170978654002003,2
170978654002004,3
170978654002005,13
170978654002007,10
170978654002013,1
170978654003004,1
170978654003006,11
170978654003012,1
170978654003013,6
170978655011024,4
170978655012034,1
170978655021005,5
170978655021008,3
170978655021009,10
170978655021010,2
170978655022006,1
170978656001000,1
170978656002006,1
170978656002009,1
170978656004000,1
170978656004010,1
170978657001010,2
170978657003030,1
170978658012028,1
170978658012045,4
170978658021003,1
170978658022002,1
170978658022019,1
170978658022027,1
170978658022044,1
170978662001021,18
170978662001073,13
170978662003036,1
170978662003046,3
170978662003047,1
171118706031092,9
171118706043011,1
171118706043042,1
171118706043043,1
171118706051009,2
171118706052035,7
171118706062003,1
171118706062008,1
171118706062009,1
171118706062013,2
171118706062017,1
171118706063018,1
171118708031045,4
171118708034013,6
171118708034019,2
171118708034020,75
171118708034021,1
171118708034023,12
171118708034035,3
171118708071029,1
171118708071030,2
171118708071033,2
171118708071044,1
171118708072034,3
171118708072044,1
171118708081018,4
171118708081019,20
171118708081029,5
171118708081061,19
171118708091013,3
171118708091050,10
171118708091052,15
171118708113016,1
171118709021020,1
171118709023001,28
171118709023034,35
171118709051001,3
171118709052041,1
171118711041016,3
171118711041041,15
171118711061033,1
171118711072015,3
171118711081004,1
171118712011000,1
171118712013003,1
171118712021003,3
171118712021004,8
171118712021016,6
171118712021017,3
171118712051000,3
171118712052028,2
171118712052035,2
171118712052037,1
171118712061012,1
171118712062000,3
171118712062003,8
171118712062016,1
171118712062020,2
171118712062022,3
171118712062027,12
171118712062029,2
171118712062039,16
171118712062044,3
171118712071034,1
171118712072013,1
171118712072015,1
171118712091042,6
171118713011005,3
171118713011007,1
171118713012000,1
171118713014000,1
171118713014021,16
171118713014025,15
171118713014052,26
171118713014053,7
171118713041075,3
171118713064031,1
171118713064045,1
171118713064046,1
171118713064048,3
171118713064050,1
171118713064051,3
171118713064089,2
171118713064091,1
171118713064104,1
171118713073023,1
171118713103003,1
171118713103006,1
171118713103018,3
171118713111038,1
171118713112011,1
171118713113001,1
171118714021035,1
171118714021038,1
171118714023010,1
171118714023012,13
171118714041020,3
171118714041026,1
171118714041030,3
171118714042037,1
171118715003054,5
171118716005009,3
171978801051009,8
171978801061000,1
171978801061001,1
171978801071002,7
171978801071007,2
171978801072000,3
171978801073004,1
171978801073005,1
171978801093014,12
171978801094000,7
171978801111004,4
171978801131006,3
171978801141000,3
171978801141002,4
171978801141003,5
171978801141007,20
171978801141009,19
171978801141012,11
171978801152007,1
171978801162000,1
171978801171003,1
171978801192018,2
171978801201000,6
171978801201004,3
171978801201020,1
171978801202017,1
171978801203003,1
171978801203012,1
171978801211024,4
171978801211030,3
171978801213029,2
171978801214028,14
171978801214033,2
171978802031001,2
171978802042037,4
171978802043024,4
171978802043025,1
171978803033000,1
171978803041013,1
171978803052000,11
171978803052006,1
171978803053006,1
171978803061000,2
171978803071013,10
171978803072001,3
171978803072003,2
171978803081037,2
171978803082063,1
171978803082086,1
171978803082094,2
171978803082105,4
171978803083000,1
171978803083016,1
171978803091001,1
171978803092000,5
171978803101000,6
171978803101024,1
171978803101048,1
171978803101071,1
171978803101108,2
171978803101148,5
171978803101153,19
171978803121001,1
171978803121057,1
171978803121082,1
171978803121090,9
171978803121099,1
171978803121100,3
171978803121102,1
171978803121120,3
171978803121136,1
171978803122047,1
171978803132003,1
171978803132009,1
171978803132031,1
171978804041004,2
171978804041005,3
171978804041057,2
171978804042000,3
171978804042004,1
171978804042021,1
171978804043012,1
171978804043018,2
171978804043020,1
171978804043021,1
171978804043039,1
171978804043044,5
171978804044004,1
171978804044009,1
171978804111014,1
171978804111033,6
171978804112048,1
171978804112063,1
171978804113010,3
171978804121039,1
171978804122002,1
171978804123002,4
171978804123023,3
171978804141026,2
171978804142035,1
171978804152006,1
171978804152019,1
171978804162009,1
171978804182000,1
171978804212005,1
171978804212006,1
171978804212017,8
171978804212020,2
171978805021061,3
171978805023018,6
171978805031002,1
171978805072000,2
171978805072007,1
171978806011018,1
171978806012014,3
171978806012016,1
171978806021040,5
171978806023016,1
171978806023017,1
171978809011068,2
171978809012026,7
171978809031000,1
171978809031004,1
171978809031008,2
171978809051036,1
171978810013024,4
171978810024036,4
171978810052006,1
171978810052012,1
171978810053008,1
171978810071000,4
171978810071002,1
171978810071015,1
171978810091005,1
171978810091007,3
171978810101000,1
171978810101016,1
171978810112005,11
171978810122000,1
171978810123002,5
171978811071016,3
171978811072030,2
171978811081091,85
171978811082050,2
171978811111004,2
171978811113001,4
171978811113003,1
171978811113008,4
171978811122002,1
171978811122027,1
171978811133015,4
171978811151002,4
171978811151007,8
171978811153005,1
171978811162022,1
171978811162025,3
171978813012012,2
171978813022012,1
171978813022017,1
171978813022020,1
171978814022012,2
171978815001006,3
171978815001021,1
171978816011000,1
171978816012013,1
171978816032005,5
171978816042004,8
171978817001001,4
171978817001020,5
171978818002006,2
171978820001013,1
171978820003011,3
171978820003045,1
171978822003004,1
171978822003013,3
171978822004006,10
171978827012019,1
171978827012021,1
171978828011005,5
171978828012002,1
171978828012007,4
171978828012013,2
171978828021000,1
171978828023000,25
171978828023001,56
171978828023002,88
171978828023003,2
171978828023004,1
171978828023005,3
171978828023006,1
171978830002020,8
171978830002022,1
171978831003144,6
171978832061007,6
171978832061012,13
171978832062001,2
171978832063001,10
171978832063016,1
171978832081002,2
171978832081007,7
171978832081009,20
171978832081021,10
171978832082007,8
171978832092001,17
171978832101045,1
171978832101052,8
171978832101053,1
171978832113004,1
171978832113014,11
171978832113015,1
171978832113022,3
171978832113023,3
171978832131015,6
171978832131016,1
171978832133037,1
171978832141052,3
171978832151006,1
171978832151112,1
171978832161014,1
171978832162008,3
171978835041014,3
171978835041018,1
171978835041032,1
171978835041034,2
171978835043017,1
171978835054003,1
171978835054025,1
171978835071022,1
171978835092045,1
171978835102025,1
171978835113009,4
171978835132013,20
171978835133001,6
171978835133008,1
171978835133010,1
171978835142001,1
171978835142002,4
171978835142043,2
171978835142064,1
171978835142070,2
171978835151003,1
171978835151028,1
171978835151044,1
171978835152000,4
171978835152007,1
171978835152011,1
171978835152018,11
171978835161018,1
171978835161082,1
171978835162000,13
171978835162002,1
171978835162003,3
171978835162004,10
171978835171020,1
171978835171021,2
171978835191049,2
171978835193001,2
171978835193002,2
171978835193005,2
171978835193013,1
171978835211021,3
171978835213016,2
171978835221014,1
171978835221020,2
171978835221024,3
171978835221025,1
171978835221038,1
171978835223004,11
171978835223016,2
171978836021015,1
171978836023042,1
171978836023073,1
171978836032020,1
171978838042005,1
171978838063021,1
171978838092000,1
171978838092032,1
171978838111023,1
171978839022035,2
171978839023026,1
171978839043029,1
171978841011076,1
171978841031014,2
171978841031015,3
171978841031087,1
171978841031090,14
180890102013040,1
180890103023108,3
180890104002023,2
180890104002027,24
180890104002036,1
180890104002037,1
180890104004013,1
180890112002027,2
180890112003000,2
180890112003035,3
180890113002022,1
180890118002028,1
180890123001031,3
180890123004007,1
180890124004014,2
180890125001000,1
180890125001012,2
180890125001013,1
180890127003001,1
180890128001025,4
180890128001037,3
180890201004000,1
180890203004031,1
180890203004048,1
180890203004059,1
180890206002018,2
180890206002051,65
180890206002052,6
180890207003016,1
180890207005002,6
180890207005003,1
180890207005004,7
180890208001019,4
180890208003026,1
180890208004021,2
180890209001023,3
180890209003012,4
180890209003032,2
180890211003002,3
180890213001027,3
180890214002003,1
180890214003011,1
180890215002009,3
180890216001005,2
180890218001000,2
180890304001095,1
180890304001106,2
180890304002015,1
180890305004009,1
180890305004011,1
180890305004017,2
180890308003009,1
180890308004006,1
180890308004011,30
180890308004021,4
180890309001002,1
180890309001006,1
180890309003009,1
180890310001007,2
180890402002013,5
180890402003000,2
180890402003001,2
180890402003002,2
180890403002007,2
180890403002009,1
180890403002011,11
180890403002013,1
180890403002014,3
180890403002017,3
180890403003014,11
180890403003019,5
180890403003023,1
180890403003036,31
180890403003040,15
180890403003041,27
180890403004035,2
180890403005018,3
180890403006011,2
180890403006013,1
180890404012000,1
180890404012005,1
180890404014003,31
180890404014008,3
180890404014009,1
180890404014018,11
180890404014019,3
180890404014020,2
180890404014022,89
180890404014023,8
180890404014024,24
180890404014025,7
180890404014027,21
180890404021016,11
180890404022000,6
180890404022001,14
180890404022024,1
180890404031017,3
180890404033003,1
180890405011000,5
180890405012003,1
180890405012006,6
180890405013000,6
180890405021000,4
180890405021006,2
180890405021012,1
180890405022000,4
180890405022009,1
180890406001011,1
180890406002007,2
180890406003000,3
180890406003001,2
180890406003007,1
180890406004027,5
180890407004001,1
180890407004009,2
180890407004011,1
180890408011002,3
180890408011009,1
180890408012012,2
180890408013015,2
180890408021009,5
180890408022001,1
180890408023010,1
180890408023011,1
180890409001003,1
180890409003009,1
180890409004000,1
180890409004003,1
180890410012002,1
180890410012008,3
180890412001011,2
180890412001016,1
180890413022016,1
180890417001050,1
180890417002001,4
180890418006007,5
180890418006010,1
180890419002000,2
180890419002021,1
180890419003050,1
180890420002017,13
180890420002020,42
180890420003027,1
180890422001019,2
180890423001011,1
180890423001015,1
180890423002031,2
180890423002033,1
180890423002058,13
180890423003053,6
180890423003067,1
180890423003071,1
180890424013028,1
180890424023025,1
180890424031017,1
180890424031021,2
180890424031034,5
180890424032002,3
180890424032028,1
180890424032029,3
180890424032053,2
180890424032060,5
180890425031013,8
180890425031020,2
180890425031030,3
180890425031036,9
180890425031037,1
180890425031043,2
180890425031050,5
180890425031052,4
180890425041010,4
180890425041011,1
180890425043000,1
180890425043002,4
180890425043003,4
180890425051015,2
180890425051057,2
180890425052006,1
180890425053005,11
180890425053009,1
180890425053010,19
180890425053012,1
180890425053014,1
180890425053027,1
180890425053028,2
180890425053032,16
180890425053040,1
180890425053044,9
180890425053045,8
180890425053048,1
180890425053049,23
180890425053050,4
180890425053052,8
180890425053053,38
180890425053054,1
180890425053056,2
180890425053058,10
180890425053065,6
180890426022002,1
180890426022029,7
180890426022031,2
180890426022033,1
180890426022036,4
180890426022040,1
180890426022047,1
180890426051046,1
180890426052113,1
180890426061002,4
180890426061003,1
180890426061006,2
180890426062008,1
180890426072000,1
180890426081001,1
180890426081025,10
180890426081027,1
180890426081043,1
180890426081044,12
180890426081045,6
180890426091046,1
180890426091071,4
180890427022000,3
180890427022003,6
180890427022004,1
180890427022005,2
180890427022021,6
180890427023038,1
180890427031000,1
180890427031018,1
180890427032010,1
180890427033011,3
180890427033022,1
180890427033030,1
180890427033032,1
180890427041024,2
180890427042005,3
180890427042030,3
180890427042036,1
180890427042047,1
180890428012003,16
180890428012012,1
180890428013010,1
180890428013047,3
180890428014028,4
180890428021002,23
180890428021003,6
180890428021004,3
180890428022005,1
180890428023014,5
180890428023031,6
180890429021023,3
180890429021030,2
180890429021122,2
180890429022004,1
180890430012051,1
180890430022016,1
180890430022034,2
180890430023037,1
180890430023039,4
180890430023054,1
180890431011024,1
180890431021036,1
180890431022026,40
180890431022027,11
180890431022028,5
180890431023036,2
180890432012006,2
180890432021010,5
180890432021029,1
180890432021031,4
180890432021040,1
180890432021041,3
180890432021042,9
180890432021050,1
180890432022066,1
180890432022081,10
180890434011014,2
180890434031004,1
180890434031014,1
180890434031021,2
180890434033037,2
